store_id,store_name,restaurant_type,city
gy4g,Hungry Planet,Fast Food,Dhaka
gy68,Veg Kitchen,SNAcks,Khulna
gy9r,Raj Kitchen,SNAcks,Rajshahi
gyei,Dhaka Kacchi Bhai,Biryani,Dhaka
gyie,Shawarma Town,Fast Food,Dhaka
gyor,Beauty'S Kitchen,Curry,Dhaka
gz4w,Yummy Bites,SNAcks,Narsingdi
gz6x,Rice & Burger,SNAcks,Dhaka
gzaf,Kabab Expert,Kebab,Dhaka
gzfj,Cp Five Star,Chicken,Dhaka
gzh5,Salt Restaurant,SNAcks,Savar
gzjc,Nababi Biryani House,Rice Dishes,Dhaka
gzsc,Dighir Chap Restaurant,SNAcks,Comilla
h0h4,Abrar Kabab House,Bangladeshi,Chandpur
h0jd,Clean Cravings,Rice Dishes,Dhaka
h0jy,Food Engineering,Fast Food,Dhaka
h0m3,Cuisinia,Asian,Savar
h0m7,Cloud Pizza,Pizza,Dhaka
h0ow,Soma'S Kitchen,Bangladeshi,Dhaka
h0qa,Tona Tuni,Fast Food,Dhaka
h0uc,Cheez Box,Fast Food,Khulna
h17z,Hapi Greens,SNAcks,Cox'S Bazar
h18j,Suraiya'S Kitchen,SNAcks,Dhaka
h19e,Street Pizza,Pizza,Dhaka
h1bs,Brindabon Veg Restaurant,Vegetarian,Comilla
h1e1,Lunchbox,Bangladeshi,Dhaka
h1gu,Happy Chicken,Bangladeshi,Dhaka
h1gw,Asia Hotel And Restaurant,Bangladeshi,Sylhet
h1i0,Al,Bangladeshi,Barisal
h1k1,Ozzy,SNAcks,Chittagong
h1ps,Pizza House,Fast Food,Barisal
h1xr,Chef De Dolce,Cakes,Khulna
h2du,Nori,Japanese,Dhaka
h2f2,Pizza Mastan,Pizza,Dhaka
h2fw,Al Aqsa Food Hub,SNAcks,Dhaka
h2k5,Momo Burg,Fast Food,Dhaka
h2z8,The Food Booth,Fast Food,Dhaka
h365,Pizza Lover,Fast Food,Dhaka
h3jc,Yoo Momo,Dumpling,Dhaka
h3yl,Fuchka Palace,SNAcks,Faridpur
h400,Magic Momo,SNAcks,Sylhet
h43x,Dhakai Biryani House Premium,Biryani,Comilla
h4ac,Verde Pastry & Bakery,Cakes,Dhaka
h4d7,Kabab Xpress,Kebab,Dhaka
h4g2,Street Oven,Pizza,Dhaka
h4lx,Pizzawala,Pizza,Dhaka
h4qo,Waffle Boss,Dessert,Dhaka
h4qr,My Home Taste,Fast Food,Dhaka
h4t6,Cheese'S Crushed,Fast Food,Dhaka
h54n,Pizzaz,Pizza,Dhaka
h59g,Dream Fashion,Bangladeshi,Bogra
h5c6,Taste Of Home Cafe,Fast Food,Dhaka
h5ik,Momo House,Dumpling,Khulna
h5lo,Ami Bangali,Bangladeshi,Dhaka
h5o2,Koryori,Korean,Dhaka
h5pa,Jhalmuri,SNAcks,Dhaka
h5w9,Ghraan,SNAcks,Rajshahi
h5wo,Tasty Pastry,Dessert,Rajshahi
h5zf,Checkmate Cafe,Bangladeshi,Dhaka
h60y,Indulge,Beverage,Dhaka
h625,Happy Bucket,Fast Food,Dhaka
h63a,Tmb,Tehari,Chittagong
h63z,Chat Time,SNAcks,Pabna
h681,Seven Heaven,Fast Food,Dhaka
h68a,Luchi Chap,Kebab,Dhaka
h69y,Chinese Foodie,Chinese,Dhaka
h6dp,Maa Home Delivery,Bangladeshi,Dhaka
h6ie,Recipe Retreat,Bangladeshi,Dhaka
h6rf,Live Pizza Express,Pizza,Dhaka
h73a,Pandago Ob,Bangladeshi,Kurigram
h76w,Sader Khabar,Fast Food,Mymensingh
h79z,Basic Kneads (Pandago),Healthy,Dhaka
h7gu,Kuisine,SNAcks,Chittagong
h7h8,Waffle Shop,Dessert,Dhaka
h7kk,Station 68,Fast Food,Dhaka
h7l0,Cheese & Fire,SNAcks,Dhaka
h7l3,Eva Live Bakery And Confectionary,Bakery,Dhaka
h7tq,Burger'S World,Burgers,Chittagong
h7xp,Khaboi Khabo Restaurant,Bangladeshi,Dhaka
h807,Mahim Chotpoti & Fuchka House,SNAcks,Chittagong
h8ay,Sea Wagon,SNAcks,Dhaka
h8fl,Arisho,Burgers,Dhaka
h8hg,Rabeyas Kitchen,Bangladeshi,Gopalganj
h8qs,Lalbagh Biryani House,Biryani,Dhaka
h8rq,Naogaon Biryani House & Doi Fuchka,SNAcks,Naogaon
i453,Beresta,Bangladeshi,Dhaka
h94c,Jannat Home Made Food Service,Bangladeshi,Dhaka
h9dx,Midori Japanese Restaurant,Japanese,Dhaka
h9iv,Ranna Banna,SNAcks,Dhaka
h9kb,Dilruba'S Cuisine,SNAcks,Dhaka
haa1,Pizza Express,Rice Dishes,Dhaka
hadw,Cafe Am 2 Pm,Bangladeshi,Khulna
hahq,Pizza Triangle,Pizza,Dhaka
hakm,Jaitun Restaurant,Rice Dishes,Chittagong
halt,Hashi'S Kitchen,Bangladeshi,Dhaka
hamr,Goroya Khaber,Bangladeshi,Dhaka
hap0,Food Chemistry,Rice Dishes,Dhaka
hauw,Secret Recipe,Fast Food,Dhaka
hayw,Bangali Bhojon,Bangladeshi,Chittagong
hb33,Food Destination,Fast Food,Dhaka
hb4j,Foody Knight,Pizza,Chittagong
hb9k,Spice Valley Restaurant & Party Hall (Pandago),Asian,Chittagong
hbdj,Cosmic Cafe,SNAcks,Dhaka
hbfs,Fluryz Food & Cafe,Cakes,Dhaka
hbgy,Rafia'S Cafe,Fast Food,Dhaka
hbn1,Cafe Mariot,Fast Food,Jessore
hbyd,Take A Bite,SNAcks,Dhaka
hc7n,Foodxplo,Fast Food,Dhaka
hc80,Deshi Kitchen,Bangladeshi,Dhaka
hcbd,Gorom Pizza & Meat Box,Pizza,Dhaka
hcdv,Ayesh Restaurant & Kebab House,Kebab,Barisal
hchm,Tehari Ghor Dcc Market,Rice Dishes,Dhaka
hclw,Shader Bari,Fast Food,Dhaka
hcnd,Wok Way,Chinese,Dhaka
hcnt,Hello Cha,Beverage,Dhaka
hdbs,Chillox,Bangladeshi,Dhaka
hdik,Bubbles,Juice Corner,Chittagong
hdmp,Foodie Fantasy,SNAcks,Barisal
hdmu,Chick N' Snacks,SNAcks,Dhaka
hdr3,The Meritage Dhaka,Rice Dishes,Dhaka
hdts,Khanapina,Bangladeshi,Sylhet
he21,Girosto Bd,Bangladeshi,Dhaka
heo0,Happy Day,Dumpling,Dhaka
hevp,Anjum Kabab Ghor,Kebab,Dhaka
hfg1,Lahori Nihari Dhaka,Kebab,Dhaka
hfpj,Sinthiyas Kitchen,SNAcks,Jhenaidah
hfq5,Shamima'S Bistro,Bangladeshi,Dhaka
hfr6,Haji Biriyani House,Biryani,Chittagong
hfvl,Dhakaiya Biriyani,Biryani,Dhaka
hfvz,Ambrosia Infinity Lounge,Fast Food,Dhaka
hg0z,Akhi'S Kitchen,Bangladeshi,Dhaka
hg2e,Nanna Biryani Flavours,SNAcks,Dhaka
hg6y,Rose Kitchen,Fast Food,Rangpur
hgcj,Eat Street,Rice Dishes,Dhaka
hgcv,Cha Ghor,SNAcks,Dhaka
hggj,Shera Shad,Bangladeshi,Dhaka
hgj1,Himalayan Momo,Dumpling,Dhaka
hgzt,Kacchi Chai,Biryani,Jessore
hh1a,Wingman,Chicken,Dhaka
hhf1,Food Island,Pizza,Chittagong
hhjq,Stl Kitchen,Bangladeshi,Comilla
hhwm,Fun Tea,Beverage,Dhaka
hi2k,Tajik Kabuliwala,Biryani,Dhaka
hi5o,Julian Burg,Burgers,Savar
hi6c,Raina'S Kitchen,Bangladeshi,Dhaka
hi6f,Yasin Tahsin Coffee Shop,Beverage,Dhaka
hi8t,Shwapnil Cafe,Fast Food,Dhaka
hia7,M,SNAcks,Comilla
hidf,1 Degree Soda,Fast Food,Savar
hiia,Zaara Kitchen,Beverage,Gopalganj
hj0k,Musa Kitchen,SNAcks,Rangpur
hjdg,Apa'S,Fast Food,Dhaka
hjhu,Gusto Khichuri,Khichuri,Khulna
hk3l,Pizza Captain,Pizza,Dhaka
hkew,Burger Pro Max,Burgers,Dhaka
hkf9,Burger Hunter,Burgers,Jessore
hkhi,Forest Delights,Fast Food,Bogra
hkl4,Handi Express,Rice Dishes,Dhaka
hkol,The Food Factory,Bangladeshi,Dhaka
hl01,The Frank Station,SNAcks,Dhaka
hl1v,Yummy Pizza House,Pizza,Dhaka
hl7a,Fried Chicken Company From Pandago,Fast Food,Dhaka
hlfe,Momosu,Dumpling,Dhaka
hlhr,Gift Fantasy Bd,Bangladeshi,Dhaka
hliu,Wa Wa Waffles,Dessert,Dhaka
hlkp,Tathoy Kitchen,Bangladeshi,Rajshahi
hlm3,Mamunare Restaurant,Rice Dishes,Chittagong
hln1,The Chicken Basket,Fast Food,Dhaka
hlqs,Biriyaniwala,Rice Dishes,Dhaka
hlrz,Shei Shad Cafe,SNAcks,Savar
hlss,Shad Biryani,Biryani,Dhaka
hlup,Seoul Street,Korean,Dhaka
hlwc,Uttara Gilapi Ghor,SNAcks,Dhaka
hlzz,Mr. Meatbox,Fast Food,Dhaka
hm35,De Restro,Kebab,Bogra
hm9c,Cafe Green Pavilion,SNAcks,Comilla
hmch,Dessert Maze,Dessert,Dhaka
hmci,Ellie'S Kitchen,Rice Dishes,Dhaka
hmfx,Star Kabab,Biryani,Moulvibazar
hmg8,Cielo Rooftop,SNAcks,Dhaka
hmju,New Prime Chinese & Party Center,SNAcks,Dhaka
hmsv,Metro Meal,Burgers,Dhaka
hmvd,The Executive Kitchen,Fast Food,Dhaka
hn0b,Tech Division,NA,Dhaka
hn0m,Mukta'S Cake Shop,Dessert,Dhaka
hn3q,Chef'S Madness,Fast Food,Dhaka
hni1,Rk'S Cooking Studio,SNAcks,Dhaka
hnrz,Chui And Chinese Restaurant,Burgers,Dhaka
hnxw,Special Taste,Bangladeshi,Dhaka
ho0y,The Grand Placid Restaurant,Fast Food,Khulna
ho2r,Priyo Cafe,Kebab,Dhaka
ho68,Food Combo Plus,Fast Food,Dhaka
ho71,Star Kabab & Restaurant (Hotel One Star),Rice Dishes,Dhaka
hoat,Burger Side,Burgers,Sylhet
hoda,Lalmatia Maa Fuchka,Bangladeshi,Dhaka
hoel,Khai Khai Burger Dhanmondi,Burgers,Dhaka
hojy,Juthey'S Food Shop,Dessert,Chandpur
hokw,Jannati'S Kitchen,Bangladeshi,Bogra
hol9,Glassesbd,Bangladeshi,Dhaka
honr,Pizza Bite,SNAcks,Dhaka
hoq1,Kacha Lanka Biryani House & Restaurant,Rice Dishes,Dinajpur
hp38,Pandago Ob,Bangladeshi,Jessore
hp4k,Mr.Foodie,SNAcks,Dhaka
hp5d,Teheri N Hurry,Rice Dishes,Dhaka
i4fd,Sushi & Maki Express,Curry,Dhaka
hp65,The Chick'N (Pandago),Fast Food,Chittagong
hp6i,Ice Box,Beverage,Chittagong
hps0,Flavors,Dessert,Chittagong
hpso,Snackerz,Fast Food,Dhaka
hpty,Tasty 7/11,Cafe,Dhaka
hpuz,Hungry Pizza Lovers,Fast Food,Dhaka
hq54,Lora Health,Bangladeshi,Dhaka
hq7e,Ninja King Burger,Burgers,Dhaka
hqem,Greencafe Restaurant,Fast Food,Dhaka
hqn9,Craveworthy,Fast Food,Dhaka
hqss,Hoichoi Fasst Food,Fast Food,Faridpur
hr00,Lunchwala,Rice Dishes,Chittagong
hr0t,The Rice Bowl,Rice Dishes,Dhaka
hr36,Tawazo,Kebab,Dhaka
hr7e,Q,SNAcks,Sylhet
hram,Food Ninja,SNAcks,Dhaka
hrc6,Meat Box Point,Fast Food,Chittagong
hrmf,Cloud Kitchen,Cafe,Bogra
hroa,Whatta Bowl,Chinese,Chittagong
hrxw,Stack By Picnic,Burgers,Dhaka
hs1m,Yoo Burger,Fast Food,Dhaka
hs8p,Rural Taste,Bangladeshi,Dhaka
hs9y,Poco Loco,SNAcks,Dhaka
hsc4,Food Palace,Bangladeshi,Dhaka
hshl,Kabab Station,Kebab,Faridpur
hskm,Cafe Champatoli,SNAcks,Cox'S Bazar
hspn,The Cake Stand,Cakes,Dhaka
hsv5,Weather Demand Restaurant & Party Center,Burgers,Dhaka
hsy5,Get Your Cakes On,Cakes,Dhaka
hsz8,Home Dine,Bangladeshi,Dhaka
ht76,Tumpa'S Kitchen,Bangladeshi,Dhaka
ht8a,Bao,Chinese,Dhaka
htbg,Foodmarket By 7 Dayz,Chinese,Chittagong
htg8,Pizzarolla,SNAcks,Khulna
htl5,Paragon Momo Shwapno Amberkhana,Dumpling,Sylhet
htvc,Ayesha & Ayaz Kitchen,Bangladeshi,Dhaka
hu28,Bangali Ahar,Bangladeshi,Dhaka
hu43,Bondhu Mohol,Beverage,Dhaka
hu8l,Pakghar,Curry,Dhaka
hubq,Babumoshai Heritage Cafe,Indian,Dhaka
hud4,Meaty Bite,Fast Food,Dhaka
huge,Tasty Treat,Dessert,Sylhet
hurn,Shawarma House,Shawarma,Chittagong
huyj,1000 Fix Services Ltd,Bangladeshi,Chittagong
hv1s,Burger Bd,Burgers,Dhaka
hv5x,Asl Gold,Bangladeshi,Narsingdi
hv7d,Mini Chinese,SNAcks,Dhaka
hv91,Al,Bangladeshi,Khulna
hvau,Khan Biryani House And Restora,Biryani,Barisal
hvil,Hungrila,Fast Food,Dhaka
hvk9,Sm Cake Outlet,Dessert,Dinajpur
hvln,Food Hut,SNAcks,Dhaka
hvlo,Gigelicious,Dessert,Dhaka
hvnn,Tasty Treat,Dessert,Savar
hw6y,Food Club,Fast Food,Dhaka
hweu,Bismillah Kacchi Ghor,Biryani,Dhaka
hwhe,Amiko Food,SNAcks,Dhaka
hwiz,Food Folio,Pizza,Dhaka
hwmz,Foojuco,SNAcks,Dhaka
hwn1,Food Lounge Bd,Beverage,Dhaka
hwxh,Mughal Hut,Rice Dishes,Rangpur
hwzn,Ghorer Radhuni,Bangladeshi,Dhaka
hx2e,The Bengali Feast,Curry,Dhaka
hx7i,Craving Momo,Dumpling,Dhaka
hxnp,Rifat'S Kitchen,Bangladeshi,Dhaka
hxt8,Lokma,Beverage,Bogra
hxu6,Pizza Pulse Chinese & Fast Food,Fast Food,Gazipur
hxyd,The Healthy Food,Fast Food,Feni
hybw,Kimchi Zone,Sushi,Dhaka
hyjn,Fresco,SNAcks,Dhaka
hyun,Shilpi'S Kitchen,Bangladeshi,Dhaka
hywh,Charlie 14,Beverage,Dhaka
hyy1,Lovely Kitchen,Bangladeshi,Rangpur
hz34,The Tehari Ghor,Rice Dishes,Dhaka
hza6,Las Tapas,Rice Dishes,Chittagong
hzb2,Bake Aromen,Cakes,Dhaka
hzfc,Akboria Grand Chap Ghor & Restaurant,Kebab,Bogra
hzsg,Sanzu'S Food Gallery,SNAcks,Dhaka
i03o,Bengali Kitchen,Bangladeshi,Dhaka
i04u,Khadija'S Kitchen,Bangladeshi,Dhaka
i08r,Singara Point,SNAcks,Dhaka
i0as,Bite Me,Sandwiches,Dhaka
i0bs,Yummy Plates,Bangladeshi,Dhaka
i0ej,Supreme Diners  Zoo Road,Fast Food,Dhaka
i0h2,Cha Boithok,Beverage,Dinajpur
i0l4,Astha Food,Bangladeshi,Rajshahi
i0m6,Ice Cream Lab,Ice Cream,Dhaka
i0mc,Eazdani Foods,Bangladeshi,Dhaka
i0nq,Mayer Doa Chotpoti Fuchka & Juice Bar,Fast Food,Dhaka
i0tq,Hoodlum Point,SNAcks,Dhaka
i0uj,Shawarma King,Shawarma,Dhaka
i0ul,Kacchi Square,Kebab,Sylhet
i153,Nurjahan Kitchen,Bangladeshi,Dhaka
i16w,Seventeen Juice Bar And Dessert Center,Juice Corner,Khulna
i1ey,Grain Pastry & Bakery,Cakes,Dhaka
i1h1,Aysha'S Kitchen,Bangladeshi,Dhaka
i1j2,Cafe Shunno,Rice Dishes,Sylhet
i1kn,Momostaan,Dumpling,Dhaka
i1qm,Food Burger House,Fast Food,Dhaka
i1qw,Hotel Corner And Restaurant,Bangladeshi,Satkhira
i1ud,Burger Point,Fast Food,Dhaka
i1xw,Aqsa'S Kitchen,Bangladeshi,Barisal
i24b,Tandoor N Spice,Rice Dishes,Dhaka
i29g,Roadside Kitchen,SNAcks,Dhaka
i2f1,Shaade Bangaliaana,Bangladeshi,Dhaka
i2n4,Rosui Ghor,Fast Food,Dhaka
i2wf,Chayer Shohor,Fast Food,Dhaka
i2wr,Jaggery Restaurant,SNAcks,Dhaka
i2yl,Turkish Kebab And Pizza,SNAcks,Rajshahi
i37y,Mithai,Bangladeshi,Chittagong
i38v,Gulshan Street,Fast Food,Dhaka
i3fb,Hello Banasree,Fast Food,Dhaka
i3jm,Steakin,Bangladeshi,Cox'S Bazar
i3lo,Aloush Dhanmondi,Fast Food,Dhaka
i3oy,New Waffle Corner,Dessert,Dhaka
i3rh,New Zafran Restaurant,Bangladeshi,Dhaka
i3us,Glorious Restaurant & Party Center,Asian,Dhaka
i3vd,Rice N Spice,Bangladeshi,Dhaka
i3vp,Hashtag Coffee & Pizza,Cafe,Dhaka
i3ys,New Maa Restaurant,Curry,Barisal
i4g3,Panshi Inn,Bangladeshi,Sylhet
i4j8,Sugandha Restaurant,Bangladeshi,Tangail
i4ka,Food,Bangladeshi,Khulna
i4pg,Wrap Hobe?,Fast Food,Dhaka
i4s0,Bd Home Kitchen,SNAcks,Dhaka
i4t6,Momos & More,Dumpling,Dhaka
i4xv,Mammis Kitchen,SNAcks,Dhaka
i5cd,La Gusta,Fast Food,Dhaka
i5gw,Cookants Fresh,Bangladeshi,Dhaka
i5ka,The Food House,Chinese,Dhaka
i5me,Sayra Restaurant & Biryani House,Bangladeshi,Moulvibazar
i5nd,City Kitchen,SNAcks,Dhaka
i5w4,Fry & Fried,Fast Food,Chittagong
i6ih,Reb'S Kitchen,Bangladeshi,Dhaka
i6qb,Chill & Fry,Fast Food,Dhaka
i6qs,Kacchi Bari,Rice Dishes,Dhaka
i6sg,Oditri Kitchen,Bangladeshi,Gazipur
i6y6,Arabian Pizza Farsi,Middle Eastern,Bogra
i723,Tea Leaf Juice Bar,Beverage,Dhaka
i73d,Mom'S Kitchen,Bangladeshi,Dhaka
i74p,Mr.Burger,Burgers,Dhaka
i7e4,Taste Tornado,Fast Food,Chittagong
i7ge,Yummy Momos,Dumpling,Dhaka
i7hw,Pankha,Chicken,Dhaka
i7jc,Hazi Biryani House,Bangladeshi,Sirajganj
i7mm,Apple Inn,Rice Dishes,Dhaka
i7mo,El Turkito,Mexican,Dhaka
i7uc,New Hanif Biryani,Biryani,Dhaka
i82f,Ghorowa Mini Chinese,Fast Food,Kushtia
i85z,Red Berry,Dumpling,Faridpur
i872,Le Bakehouse,Western,Chittagong
i8dl,Subway Zone & Formosa Qq Tea,Sandwiches,Dhaka
i8o3,Zero Zingers,Fast Food,Sylhet
i8qz,Roshmela,Fast Food,Feni
i8tw,Shulov Online Market,Bangladeshi,Kurigram
i8vk,Bite Club,SNAcks,Dhaka
i93c,Shawarma House Dhali Food Court,Fast Food,Dhaka
i991,Hunger Option,Rice Dishes,Dhaka
i9fp,Pizza Day,Pizza,Dhaka
i9j4,Sopna'S Kitchen,Bangladeshi,Dhaka
i9me,Animos,SNAcks,Dhaka
i9q9,Holy Home Made Food,SNAcks,Dhaka
i9ri,Hiya'S Rcp & ChilledCoco,Healthy,Savar
i9rm,Kalpana'S Rannaghor,Bangladeshi,Dhaka
i9uj,La Bello Italiano,Pizza,Sylhet
i9zc,Burger House Uttara,Burgers,Dhaka
i9zn,Manaaf Kitchen,Bangladeshi,Dhaka
ia8l,Yummy Cakes & Foods,Bangladeshi,Khulna
iaab,Loca Express,Bangladeshi,Dhaka
iagn,Random Kabab,SNAcks,Dhaka
iaiz,Matir Heshel,Bangladeshi,Dhaka
iaxz,Little Yellow,Fast Food,Dhaka
ib76,Bahari,SNAcks,Dhaka
ib7f,Gift Basket For You,Bangladeshi,Chittagong
ibv5,Ab Cafe,Cafe,Dhaka
ic7n,M For Momos,Chinese,Sylhet
icab,Yuseong,Korean,Dhaka
ich6,Zero Point,SNAcks,Chittagong
icij,Royal Bbq Chicken,Chicken,Dhaka
icj5,Capawcino Cat Cafe,Fast Food,Dhaka
id4q,Kitchen Asia,Bangladeshi,Chittagong
id5y,Grand Prince Thai & Chinese Restaurant,Chinese,Dhaka
idcm,Tasty Treat,Dessert,Dhaka
idf2,Bhorta Express,Bangladeshi,Dhaka
idj0,Midnight Pizza,Pizza,Dhaka
ido6,Pak Ghor,Beverage,Tangail
idsk,Sushi Season,Sushi,Dhaka
idw3,Secret Recipe (Flagship),Dessert,Chittagong
ie1r,Pandey Ji Ka Dhaba,Indian,Dhaka
iext,Yummy Food,Rice Dishes,Dhaka
if2k,Live Pizza Dine,Pizza,Khulna
if78,Wafflo Rajshahi,Dessert,Rajshahi
ifg6,Bb Food,Dumpling,Dhaka
ifnx,Lunch Box,Bangladeshi,Sylhet
ifsk,Pizza Hub,Italian,Sylhet
ifyv,Juice Time,Juice Corner,Chittagong
ig0y,Moms Kitchen Takeway,Bangladeshi,Sylhet
ig3r,Waffle Stories,Dessert,Barisal
ig49,Khan'S Bakery,Fast Food,Dhaka
ig7k,Flavors Of Peshawar,SNAcks,Dhaka
iga5,Chai Pai Yummy Restaurant,Fast Food,Dhaka
igal,Ghoroya Rannaghor,Bangladeshi,Khulna
igat,New Fast Food Corner,Fast Food,Khulna
igb4,Khushi Music Cafe,SNAcks,Dhaka
igh0,Momo Points,Dumpling,Cox'S Bazar
igjh,The Coffee Lounge,Cafe,Dhaka
ih2c,Flame On,Chinese,Sylhet
ih3o,Tuktuk,Asian,Dhaka
ihl7,Takeout Express,Pizza,Dhaka
ihn3,Huma'S Kitchen,Bangladeshi,Chittagong
ihnr,Mili Food,SNAcks,Rangpur
iiix,S Kitchen (Pandago),Bangladeshi,Chittagong
iinq,Tehari Wali,Rice Dishes,Dhaka
iiwa,Western Cuisine,Chinese,Rangpur
iiwp,Khadija'S Baking & Cooking,SNAcks,Dhaka
iizm,Panio,Beverage,Dhaka
iizo,Torus Cafe & Restaurant,SNAcks,Dhaka
ij0w,Vittles,SNAcks,Dhaka
ij1d,Azizah'S Kitchen,Bangladeshi,Chittagong
ij3d,Coffee Buzz Fusion Cafe,SNAcks,Comilla
ij7j,Burnwell,Pizza,Barisal
ij9q,Food Hub,Fast Food,Dhaka
ijdn,Kimchi Season,Korean,Dhaka
ijge,Raha'S Fast Food Gallery,SNAcks,Sylhet
ijno,Vive Study Cafe,NA,Dhaka
ijpm,Pandago Ob,Bangladeshi,Savar
ikbd,Hamza Biriyani,Rice Dishes,Dhaka
ikbo,Borsha'S Kitchen,Bangladeshi,Rangpur
ikem,Mejbani Dawat Restaurant,Chinese,Tangail
iken,Jannat Cake House,Dessert,Dhaka
ikl8,House Of Flavors,SNAcks,Dhaka
iksw,Melting Pot,Japanese,Dhaka
il9f,Fiery & Spicy,Fast Food,Dhaka
ilqu,Iz Patisserie & Cafe,Cafe,Dhaka
ilyr,Kobir Tehari Ghar,Bangladeshi,Dhaka
ilzt,Fresh Bake,Bakery,Dhaka
im2t,Dhaka Shahi Biryani House,Bangladeshi,Kushtia
imd5,Relax Tea,Bangladeshi,Dhaka
imjr,Chip N Dip,Fast Food,Dhaka
imln,Kustary Sultan,Shawarma,Dhaka
in3o,Shurjo Dighol Bari,Fast Food,Dhaka
in7y,Lucky Food & Juice Bar,Juice Corner,Sylhet
ind4,Blues & Brown,Steak,Chittagong
ineb,Krun,Pizza,Chittagong
inej,Metro Bowl,Fast Food,Dhaka
injy,Delicious Cooking,Bangladeshi,Chittagong
injz,Kebabs N Curries,Kebab,Dhaka
inne,New Oven Fresh Pizza,Pizza,Dhaka
inya,Cafe N,Beverage,Dhaka
io66,Wish Food,Fast Food,Dhaka
iokb,Dx Distribution Limited (Sharetrip),Bangladeshi,Dhaka
iolj,Spicy Restaurant,Bangladeshi,Dinajpur
ioqv,Shibra Kitchen,Bangladeshi,Dhaka
iotq,Uttara Jilapi House,SNAcks,Dhaka
iowj,Mayer Doa,Bangladeshi,Dhaka
iox0,Jhawban Dhaka Cafe & Restaurant,Fast Food,Dhaka
ipb1,Nanna Kacchi,Rice Dishes,Dhaka
ipc2,Mitu'S Kitchen,Bangladeshi,Dhaka
ipop,The Ember Grill,American,Dhaka
ipzg,T.F.C & Juice Corner,Juice Corner,Dhaka
iq2u,Ayesha Curry Kitchen,Curry,Dhaka
iq5c,Mom'S Kitchen Uposhohor,Bangladeshi,Sylhet
iq75,Vaggokul Sweets And Bakery,Dessert,Dhaka
iq7l,Sylhet Metro Subidbazar,Rice Dishes,Sylhet
iqbe,Hungry Hacks,Bangladeshi,Dhaka
iqcc,Rainbow Chinese Restaurant,Chinese,Sylhet
iqiv,Cibo Italiano,Fast Food,Dhaka
iqu8,Kacchi Dada,Biryani,Dhaka
iqvf,Jungle,Fast Food,Dhaka
iqvz,House Of Shen,Chinese,Dhaka
ir09,Mystery Flavour,Bangladeshi,Dhaka
ir7g,Kalai Ghor,Bangladeshi,Rajshahi
irfa,Bikkhato 64,Bangladeshi,Dhaka
irmi,Bubbles,Juice Corner,Dhaka
irml,Noya Bari,Bangladeshi,Chittagong
iroe,Farzana'S Dreams Corner,Bangladeshi,Dhaka
irr2,Ares,SNAcks,Chittagong
irrt,Khabo Today,Beverage,Dhaka
irs0,Poushee Restaurant,Bangladeshi,Cox'S Bazar
is5i,Harriken Cafe,Bangladeshi,Gazipur
is6c,Cp Five Star,Fried Chicken,Narsingdi
isa2,Drip Lab Coffee,Cafe,Dhaka
iscz,Yumzy,SNAcks,Sylhet
iseo,Pasta Express,Pasta,Dhaka
isfl,The Top Chef,SNAcks,Dhaka
isn1,Nila'S Kitchen,Bangladeshi,Dhaka
ist9,Rice Factory,Pizza,Dhaka
isxq,Hotel Zaman & Biryani House,Bangladeshi,Chittagong
it4x,Pagla Baburchi,Bangladeshi,Dhaka
it8o,Rabbani Hotel And Restaurant (New Mirpur,Bangladeshi,Dhaka
itel,Sushi Inn,Chinese,Dhaka
iti6,Chowmein Hut,Fast Food,Sylhet
itjs,Deshoj Shaad Restaurant,Beverage,Dhaka
iu2e,Waffle Bank,Dessert,Chittagong
iun7,Tongi Food Center,Fast Food,Gazipur
iuqs,Cafe 71,Fast Food,Rajshahi
iv4h,Mama Fuchka,Chotpoti & Fuchka,Dhaka
iv8a,Chaang,Fast Food,Dhaka
iv9m,Doinik Ranna,Bangladeshi,Dhaka
ivit,Side Kitchen,Beverage,Dhaka
ivqe,Asian Foods,Dessert,Rangpur
ivwh,Snackza,SNAcks,Chittagong
ivyi,Crown Dining By Crown Palace Residence,Fast Food,Dhaka
iw04,Mr Foodie (Pandago),Fast Food,Tangail
iw3v,Crown Cafe,Fast Food,Dhaka
iw98,Divyaanssh,Indian,Dhaka
iw9k,Shadhin Restaurant,Bangladeshi,Dhaka
iwd3,Second Cup Bangladesh,Beverage,Dhaka
iwd5,Little Italy,Pizza,Dhaka
iwj4,Ayesha'S Kitchen,Bangladeshi,Rajshahi
iwxq,Homely Heshel,Rice Dishes,Dhaka
ix6g,Master Chef,Chinese,Dhaka
ixh7,Ruu'S The Garden Cafe,Chinese,Dhaka
ixht,Mini Balcony Live Kitchen,SNAcks,Dhaka
ixsa,IrinaS Kitchen & Cuisine,Bangladeshi,Chittagong
iyh0,Janata Canteen,Bangladeshi,Rajshahi
iyuu,Dumplings Of Fury By Picnic,Dumpling,Dhaka
iz4g,Blend Guru,Juice Corner,Dhaka
izag,Dhaka Haji Biryani,Biryani,Dhaka
izbw,Mad Pie,Fast Food,Jessore
izdc,Spicy Garden,Fast Food,Comilla
izf2,Dina'S Delight,Bangladeshi,Dhaka
izvp,Kancha Lanka Restaurant,Bangladeshi,Dhaka
j016,Bailey Pitha Ghor,Dessert,Dhaka
j02g,Khichuri Bhaijan,Bangladeshi,Dhaka
